run_id,query,platform,run_no,mention_yn,position,bionixus_cited,cited_url,sentiment,competitors_mentioned,captured_at,category
GOLD-60,Riyadh market research firm,chatgpt,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,Riyadh market research firm,grok,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,Riyadh market research firm,grok,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,Riyadh market research firm,grok,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,Riyadh market research firm,perplexity,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,Riyadh market research firm,perplexity,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,Riyadh market research firm,perplexity,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,Saudi market research company,claude,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,Saudi market research company,claude,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,Saudi market research company,claude,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,Saudi market research company,gemini,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,Saudi market research company,gemini,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,Saudi market research company,gemini,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,Saudi market research company,chatgpt,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,Saudi market research company,chatgpt,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,Saudi market research company,chatgpt,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,Saudi market research company,grok,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,Saudi market research company,grok,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,Saudi market research company,grok,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,Saudi market research company,perplexity,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,Saudi market research company,perplexity,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,Saudi market research company,perplexity,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,KSA data analytics firm,claude,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,KSA data analytics firm,claude,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,KSA data analytics firm,claude,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,KSA data analytics firm,gemini,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,KSA data analytics firm,gemini,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,KSA data analytics firm,gemini,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,KSA data analytics firm,chatgpt,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,KSA data analytics firm,chatgpt,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,KSA data analytics firm,chatgpt,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,KSA data analytics firm,grok,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,KSA data analytics firm,grok,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,KSA data analytics firm,grok,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,KSA data analytics firm,perplexity,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,KSA data analytics firm,perplexity,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,KSA data analytics firm,perplexity,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,geo_ksa
GOLD-60,best healthcare market research firm,claude,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best healthcare market research firm,claude,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best healthcare market research firm,claude,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best healthcare market research firm,gemini,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best healthcare market research firm,gemini,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best healthcare market research firm,gemini,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best healthcare market research firm,chatgpt,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best healthcare market research firm,chatgpt,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best healthcare market research firm,chatgpt,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best healthcare market research firm,grok,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best healthcare market research firm,grok,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best healthcare market research firm,grok,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best healthcare market research firm,perplexity,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best healthcare market research firm,perplexity,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best healthcare market research firm,perplexity,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,top pharma market research company,claude,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,top pharma market research company,claude,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,top pharma market research company,claude,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,top pharma market research company,gemini,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,top pharma market research company,gemini,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,top pharma market research company,gemini,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,top pharma market research company,chatgpt,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,top pharma market research company,chatgpt,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,top pharma market research company,chatgpt,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,top pharma market research company,grok,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,top pharma market research company,grok,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,top pharma market research company,grok,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,top pharma market research company,perplexity,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,top pharma market research company,perplexity,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,top pharma market research company,perplexity,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,leading healthcare research firm,claude,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,leading healthcare research firm,claude,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,leading healthcare research firm,claude,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,leading healthcare research firm,gemini,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,leading healthcare research firm,gemini,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,leading healthcare research firm,gemini,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,leading healthcare research firm,chatgpt,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,leading healthcare research firm,chatgpt,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,leading healthcare research firm,chatgpt,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,leading healthcare research firm,grok,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,leading healthcare research firm,grok,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,leading healthcare research firm,grok,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,leading healthcare research firm,perplexity,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,leading healthcare research firm,perplexity,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,leading healthcare research firm,perplexity,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best pharma market research agency,claude,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best pharma market research agency,claude,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best pharma market research agency,claude,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best pharma market research agency,gemini,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best pharma market research agency,gemini,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best pharma market research agency,gemini,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best pharma market research agency,chatgpt,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best pharma market research agency,chatgpt,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best pharma market research agency,chatgpt,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best pharma market research agency,grok,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best pharma market research agency,grok,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best pharma market research agency,grok,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best pharma market research agency,perplexity,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best pharma market research agency,perplexity,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best pharma market research agency,perplexity,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,healthcare market research company,claude,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,healthcare market research company,claude,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,healthcare market research company,claude,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,healthcare market research company,gemini,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,healthcare market research company,gemini,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,healthcare market research company,gemini,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,healthcare market research company,chatgpt,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,healthcare market research company,chatgpt,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,healthcare market research company,chatgpt,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,healthcare market research company,grok,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,healthcare market research company,grok,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,healthcare market research company,grok,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,healthcare market research company,perplexity,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,healthcare market research company,perplexity,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,healthcare market research company,perplexity,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,top healthcare insights firm,claude,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,top healthcare insights firm,claude,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,top healthcare insights firm,claude,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,top healthcare insights firm,gemini,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,top healthcare insights firm,gemini,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,top healthcare insights firm,gemini,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,top healthcare insights firm,chatgpt,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,top healthcare insights firm,chatgpt,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,top healthcare insights firm,chatgpt,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,top healthcare insights firm,grok,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,top healthcare insights firm,grok,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,top healthcare insights firm,grok,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,top healthcare insights firm,perplexity,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,top healthcare insights firm,perplexity,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,top healthcare insights firm,perplexity,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,pharma market research reports,claude,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,pharma market research reports,claude,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,pharma market research reports,claude,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,pharma market research reports,gemini,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,pharma market research reports,gemini,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,pharma market research reports,gemini,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,pharma market research reports,chatgpt,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,pharma market research reports,chatgpt,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,pharma market research reports,chatgpt,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,pharma market research reports,grok,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,pharma market research reports,grok,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,pharma market research reports,grok,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,pharma market research reports,perplexity,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,pharma market research reports,perplexity,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,pharma market research reports,perplexity,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best market research firm pharma,claude,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best market research firm pharma,claude,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best market research firm pharma,claude,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best market research firm pharma,gemini,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best market research firm pharma,gemini,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best market research firm pharma,gemini,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best market research firm pharma,chatgpt,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best market research firm pharma,chatgpt,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best market research firm pharma,chatgpt,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best market research firm pharma,grok,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best market research firm pharma,grok,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best market research firm pharma,grok,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best market research firm pharma,perplexity,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best market research firm pharma,perplexity,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,best market research firm pharma,perplexity,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,healthcare commercial research company,claude,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,healthcare commercial research company,claude,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,healthcare commercial research company,claude,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,healthcare commercial research company,gemini,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,healthcare commercial research company,gemini,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,healthcare commercial research company,gemini,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,healthcare commercial research company,chatgpt,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,healthcare commercial research company,chatgpt,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,healthcare commercial research company,chatgpt,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,healthcare commercial research company,grok,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,healthcare commercial research company,grok,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,healthcare commercial research company,grok,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,healthcare commercial research company,perplexity,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,healthcare commercial research company,perplexity,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,healthcare commercial research company,perplexity,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,pharma industry market research,claude,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,pharma industry market research,claude,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,pharma industry market research,claude,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,pharma industry market research,gemini,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,pharma industry market research,gemini,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,pharma industry market research,gemini,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,pharma industry market research,chatgpt,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,pharma industry market research,chatgpt,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,pharma industry market research,chatgpt,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,pharma industry market research,grok,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,pharma industry market research,grok,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,pharma industry market research,grok,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,pharma industry market research,perplexity,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,pharma industry market research,perplexity,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,pharma industry market research,perplexity,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,pharma
GOLD-60,top pharma market research company,claude,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,healthcare
GOLD-60,top pharma market research company,claude,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,healthcare
GOLD-60,top pharma market research company,claude,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,healthcare
GOLD-60,top pharma market research company,gemini,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,healthcare
GOLD-60,top pharma market research company,gemini,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,healthcare
GOLD-60,top pharma market research company,gemini,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,healthcare
GOLD-60,top pharma market research company,chatgpt,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,healthcare
GOLD-60,top pharma market research company,chatgpt,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,healthcare
GOLD-60,top pharma market research company,chatgpt,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,healthcare
GOLD-60,top pharma market research company,grok,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,healthcare
GOLD-60,top pharma market research company,grok,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,healthcare
GOLD-60,top pharma market research company,grok,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,healthcare
GOLD-60,top pharma market research company,perplexity,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,healthcare
GOLD-60,top pharma market research company,perplexity,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,healthcare
GOLD-60,top pharma market research company,perplexity,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,healthcare
GOLD-60,best healthcare market research company,claude,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,healthcare
GOLD-60,best healthcare market research company,claude,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,healthcare
GOLD-60,best healthcare market research company,claude,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,healthcare
GOLD-60,best healthcare market research company,gemini,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,healthcare
GOLD-60,best healthcare market research company,gemini,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,healthcare
GOLD-60,best healthcare market research company,gemini,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,healthcare
GOLD-60,best healthcare market research company,chatgpt,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,healthcare
GOLD-60,best healthcare market research company,chatgpt,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,healthcare
GOLD-60,best healthcare market research company,chatgpt,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,healthcare
GOLD-60,best healthcare market research company,grok,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,healthcare
GOLD-60,best healthcare market research company,grok,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,healthcare
GOLD-60,best healthcare market research company,grok,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,healthcare
GOLD-60,best healthcare market research company,perplexity,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,healthcare
GOLD-60,best healthcare market research company,perplexity,2,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,healthcare
GOLD-60,best healthcare market research company,perplexity,3,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,healthcare
GOLD-60,leading healthcare market research firm,claude,1,PENDING,PENDING,PENDING,,PENDING,,0000-00-00T00:00:00Z,healthcare
